trade_no,entry_time,exit_time,direction,entry_price,exit_price,ideal_exit,pnl_pct,pnl_usd,fee_usd,slip_usd,equity,leverage_pnl,cum_pnl,return_pct,dd_pct,month
1102,2025-11-27 16:00:00,2025-11-27 16:00:00,SHORT,3023.29,3021.0,3020.39,0.076,-24.34,484.63,0.6,201905.17,0.23%,201219.03,29323.66,2.05,2025-11
1103,2025-11-27 22:30:00,2025-11-27 22:30:00,LONG,3021.0,3026.23,3026.84,0.173,565.27,484.57,0.61,202470.44,0.52%,201784.3,29406.04,1.77,2025-11
1104,2025-11-28 04:00:00,2025-11-28 04:00:00,SHORT,3026.23,3015.43,3014.83,0.357,1682.23,485.93,0.6,204152.67,1.07%,203466.53,29651.19,0.96,2025-11
1105,2025-11-28 06:15:00,2025-11-28 06:15:00,LONG,3015.43,3012.59,3013.19,-0.094,-1066.61,489.97,0.6,203086.06,-0.28%,202399.92,29495.75,1.47,2025-11
1106,2025-11-28 07:15:00,2025-11-28 07:15:00,SHORT,3012.59,3022.79,3022.18,-0.339,-2549.94,487.41,0.6,200536.12,-1.02%,199849.98,29124.15,2.71,2025-11
1107,2025-11-28 07:30:00,2025-11-28 07:30:00,LONG,3022.79,3014.27,3014.88,-0.282,-2175.96,481.29,0.6,198360.16,-0.85%,197674.02,28807.05,3.77,2025-11
1108,2025-11-28 08:00:00,2025-11-28 08:00:00,SHORT,3014.27,3009.99,3009.39,0.142,369.22,476.06,0.6,198729.38,0.43%,198043.24,28860.85,3.59,2025-11
1109,2025-11-28 16:15:00,2025-11-28 16:15:00,LONG,3009.99,3042.67,3043.28,1.086,5995.46,476.95,0.61,204724.84,3.26%,204038.7,29734.57,0.68,2025-11
1110,2025-11-28 18:00:00,2025-11-28 18:00:00,SHORT,3042.67,3046.4,3045.79,-0.123,-1244.72,491.34,0.61,203480.12,-0.37%,202793.98,29553.18,1.28,2025-11
1111,2025-11-28 18:15:00,2025-11-28 18:15:00,LONG,3046.4,3033.5,3034.11,-0.423,-3073.46,488.35,0.61,200406.66,-1.27%,199720.52,29105.28,2.77,2025-11
1112,2025-11-28 19:15:00,2025-11-28 19:15:00,SHORT,3033.5,3053.93,3053.32,-0.673,-4529.37,480.98,0.61,195877.29,-2.02%,195191.15,28445.22,4.97,2025-11
1113,2025-11-28 21:45:00,2025-11-28 21:45:00,LONG,3053.93,3044.1,3044.71,-0.322,-2360.83,470.11,0.61,193516.46,-0.97%,192830.32,28101.17,6.12,2025-11
1114,2025-11-29 01:00:00,2025-11-29 01:00:00,SHORT,3044.1,3041.61,3041.01,0.082,9.84,464.44,0.61,193526.3,0.25%,192840.16,28102.61,6.11,2025-11
1115,2025-11-29 01:15:00,2025-11-29 01:15:00,LONG,3041.61,3041.05,3041.66,-0.019,-572.7,464.46,0.61,192953.6,-0.06%,192267.46,28019.15,6.39,2025-11
1116,2025-11-29 04:45:00,2025-11-29 04:45:00,SHORT,3041.05,3036.37,3035.76,0.154,427.65,463.09,0.61,193381.25,0.46%,192695.11,28081.47,6.18,2025-11
1117,2025-11-29 06:15:00,2025-11-29 06:15:00,LONG,3036.37,3031.59,3032.2,-0.157,-1377.33,464.12,0.61,192003.92,-0.47%,191317.78,27880.75,6.85,2025-11
1118,2025-11-29 15:45:00,2025-11-29 15:45:00,SHORT,3031.59,3008.69,3008.09,0.755,3889.59,460.81,0.6,195893.51,2.27%,195207.37,28447.58,4.96,2025-11
1119,2025-11-29 17:00:00,2025-11-29 17:00:00,LONG,3008.69,2996.27,2996.87,-0.413,-2896.89,470.14,0.6,192996.62,-1.24%,192310.48,28025.42,6.37,2025-11
1120,2025-11-30 00:00:00,2025-11-30 00:00:00,SHORT,2996.27,2993.84,2993.24,0.081,5.4,463.19,0.6,193002.03,0.24%,192315.88,28026.21,6.37,2025-11
1121,2025-11-30 02:30:00,2025-11-30 02:30:00,LONG,2993.84,3000.56,3001.16,0.224,835.59,463.2,0.6,193837.61,0.67%,193151.47,28147.98,5.96,2025-11
1122,2025-11-30 03:30:00,2025-11-30 03:30:00,SHORT,3000.56,2994.91,2994.31,0.188,629.07,465.21,0.6,194466.69,0.56%,193780.54,28239.65,5.66,2025-11
1123,2025-11-30 05:00:00,2025-11-30 05:00:00,LONG,2994.91,2994.61,2995.21,-0.01,-526.11,466.72,0.6,193940.57,-0.03%,193254.43,28162.98,5.91,2025-11
1124,2025-11-30 06:15:00,2025-11-30 06:15:00,SHORT,2994.61,2995.72,2995.12,-0.037,-682.39,465.46,0.6,193258.18,-0.11%,192572.04,28063.54,6.24,2025-11
1125,2025-11-30 21:00:00,2025-11-30 21:00:00,LONG,2995.72,3022.83,3023.44,0.905,4782.46,463.82,0.6,198040.64,2.71%,197354.5,28760.48,3.92,2025-11
1126,2025-11-30 22:00:00,2025-11-30 22:00:00,SHORT,3022.83,3029.2,3028.59,-0.211,-1726.48,475.3,0.61,196314.15,-0.63%,195628.02,28508.88,4.76,2025-11
1127,2025-11-30 22:30:00,2025-11-30 22:30:00,LONG,3029.2,3021.68,3022.28,-0.248,-1933.24,471.15,0.6,194380.91,-0.74%,193694.78,28227.15,5.7,2025-11
1128,2025-11-30 22:45:00,2025-11-30 22:45:00,SHORT,3021.68,3033.21,3032.6,-0.382,-2692.03,466.51,0.61,191688.88,-1.14%,191002.75,27834.84,7.0,2025-11
1129,2025-11-30 23:00:00,2025-11-30 23:00:00,LONG,3033.21,3025.78,3026.39,-0.245,-1868.57,460.05,0.61,189820.31,-0.73%,189134.18,27562.53,7.91,2025-11
1130,2025-12-01 21:30:00,2025-12-01 21:30:00,SHORT,3025.78,2797.82,2797.26,7.534,42447.33,455.57,0.56,232267.64,22.6%,231581.51,33748.39,0.0,2025-12
1131,2025-12-02 03:15:00,2025-12-02 03:15:00,LONG,2797.82,2793.33,2793.88,-0.161,-1676.49,557.44,0.56,230591.15,-0.48%,229905.02,33504.07,0.72,2025-12
1132,2025-12-02 03:30:00,2025-12-02 03:30:00,SHORT,2793.33,2800.42,2799.86,-0.254,-2309.21,553.42,0.56,228281.94,-0.76%,227595.81,33167.55,1.72,2025-12
1133,2025-12-02 08:00:00,2025-12-02 08:00:00,LONG,2800.42,2801.03,2801.59,0.022,-397.18,547.88,0.56,227884.76,0.07%,227198.63,33109.67,1.89,2025-12
1134,2025-12-02 09:00:00,2025-12-02 09:00:00,SHORT,2801.03,2806.36,2805.8,-0.19,-1847.58,546.92,0.56,226037.18,-0.57%,225351.05,32840.42,2.68,2025-12
1135,2025-12-02 09:30:00,2025-12-02 09:30:00,LONG,2806.36,2796.67,2797.22,-0.345,-2885.27,542.49,0.56,223151.9,-1.04%,222465.78,32419.95,3.92,2025-12
1136,2025-12-02 10:00:00,2025-12-02 10:00:00,SHORT,2796.67,2806.21,2805.65,-0.341,-2819.95,535.56,0.56,220331.95,-1.02%,219645.83,32009.0,5.14,2025-12
1137,2025-12-03 14:00:00,2025-12-03 14:00:00,LONG,2806.21,3082.02,3082.64,9.829,64437.56,528.8,0.62,284769.52,29.49%,284083.39,41399.49,0.0,2025-12
1138,2025-12-03 14:15:00,2025-12-03 14:15:00,SHORT,3082.02,3064.56,3063.95,0.566,4154.84,683.45,0.61,288924.36,1.7%,288238.23,42004.98,0.0,2025-12
1139,2025-12-04 11:30:00,2025-12-04 11:30:00,LONG,3064.56,3184.07,3184.71,3.9,33107.13,693.42,0.64,322031.49,11.7%,321345.36,46829.68,0.0,2025-12
1140,2025-12-04 13:15:00,2025-12-04 13:15:00,SHORT,3184.07,3174.68,3174.05,0.295,2075.21,772.88,0.63,324106.69,0.88%,323420.57,47132.1,0.0,2025-12
1141,2025-12-04 13:30:00,2025-12-04 13:30:00,LONG,3174.68,3172.13,3172.76,-0.08,-1559.73,777.86,0.63,322546.97,-0.24%,321860.84,46904.8,0.48,2025-12
1142,2025-12-04 15:30:00,2025-12-04 15:30:00,SHORT,3172.13,3194.91,3194.28,-0.718,-7724.53,774.11,0.64,314822.44,-2.15%,314136.31,45779.11,2.86,2025-12
1143,2025-12-04 16:30:00,2025-12-04 16:30:00,LONG,3194.91,3186.27,3186.9,-0.271,-3311.69,755.57,0.64,311510.75,-0.81%,310824.62,45296.5,3.89,2025-12
1144,2025-12-05 01:15:00,2025-12-05 01:15:00,SHORT,3186.27,3160.3,3159.67,0.815,6867.38,747.63,0.63,318378.13,2.44%,317692.0,46297.28,1.77,2025-12
1145,2025-12-05 04:30:00,2025-12-05 04:30:00,LONG,3160.3,3161.29,3161.92,0.031,-465.9,764.11,0.63,317912.23,0.09%,317226.1,46229.38,1.91,2025-12
1146,2025-12-05 04:45:00,2025-12-05 04:45:00,SHORT,3161.29,3165.28,3164.65,-0.126,-1967.29,762.99,0.63,315944.94,-0.38%,315258.81,45942.69,2.52,2025-12
1147,2025-12-05 08:00:00,2025-12-05 08:00:00,LONG,3165.28,3166.64,3167.28,0.043,-351.28,758.27,0.63,315593.65,0.13%,314907.53,45891.5,2.63,2025-12
1148,2025-12-05 15:00:00,2025-12-05 15:00:00,SHORT,3166.64,3118.99,3118.36,1.505,13490.85,757.42,0.62,329084.51,4.51%,328398.38,47857.52,0.0,2025-12
1149,2025-12-05 15:45:00,2025-12-05 15:45:00,LONG,3118.99,3109.31,3109.94,-0.31,-3851.65,789.8,0.62,325232.86,-0.93%,324546.73,47296.22,1.17,2025-12
1150,2025-12-06 11:00:00,2025-12-06 11:00:00,SHORT,3109.31,3035.53,3034.92,2.373,22373.87,780.56,0.61,347606.73,7.12%,346920.6,50556.77,0.0,2025-12
1151,2025-12-06 15:15:00,2025-12-06 15:15:00,LONG,3035.53,3037.72,3038.32,0.072,-81.44,834.26,0.61,347525.29,0.22%,346839.16,50544.9,0.02,2025-12
1152,2025-12-06 15:30:00,2025-12-06 15:30:00,SHORT,3037.72,3048.26,3047.65,-0.347,-4452.59,834.06,0.61,343072.69,-1.04%,342386.57,49896.02,1.3,2025-12
1153,2025-12-06 18:45:00,2025-12-06 18:45:00,LONG,3048.26,3040.94,3041.55,-0.24,-3293.67,823.37,0.61,339779.02,-0.72%,339092.9,49416.03,2.25,2025-12
1154,2025-12-06 22:00:00,2025-12-06 22:00:00,SHORT,3040.94,3047.49,3046.88,-0.215,-3009.44,815.47,0.61,336769.58,-0.65%,336083.46,48977.47,3.12,2025-12
1155,2025-12-06 23:00:00,2025-12-06 23:00:00,LONG,3047.49,3036.36,3036.96,-0.365,-4499.0,808.25,0.61,332270.58,-1.1%,331584.46,48321.83,4.41,2025-12
1156,2025-12-07 00:30:00,2025-12-07 00:30:00,SHORT,3036.36,3047.68,3047.07,-0.373,-4513.82,797.45,0.61,327756.76,-1.12%,327070.64,47664.03,5.71,2025-12
1157,2025-12-07 07:00:00,2025-12-07 07:00:00,LONG,3047.68,3044.94,3045.55,-0.09,-1670.31,786.62,0.61,326086.46,-0.27%,325400.33,47420.61,6.19,2025-12
1158,2025-12-07 10:30:00,2025-12-07 10:30:00,SHORT,3044.94,3041.24,3040.63,0.122,406.51,782.61,0.61,326492.97,0.36%,325806.84,47479.86,6.07,2025-12
1159,2025-12-07 11:15:00,2025-12-07 11:15:00,LONG,3041.24,3035.02,3035.63,-0.204,-2786.11,783.58,0.61,323706.86,-0.61%,323020.73,47073.84,6.88,2025-12
1160,2025-12-07 12:00:00,2025-12-07 12:00:00,SHORT,3035.02,3040.33,3039.73,-0.175,-2477.41,776.9,0.61,321229.45,-0.53%,320543.32,46712.8,7.59,2025-12
1161,2025-12-07 13:15:00,2025-12-07 13:15:00,LONG,3040.33,3035.92,3036.53,-0.145,-2169.49,770.95,0.61,319059.96,-0.44%,318373.83,46396.64,8.21,2025-12
1162,2025-12-07 15:45:00,2025-12-07 15:45:00,SHORT,3035.92,2993.46,2992.86,1.399,12621.13,765.74,0.6,331681.09,4.2%,330994.96,48235.92,4.58,2025-12
1163,2025-12-07 16:00:00,2025-12-07 16:00:00,LONG,2993.46,3000.42,3001.02,0.232,1517.25,796.03,0.6,333198.34,0.7%,332512.21,48457.03,4.15,2025-12
1164,2025-12-07 17:15:00,2025-12-07 17:15:00,SHORT,3000.42,3056.63,3056.01,-1.873,-19524.26,799.68,0.61,313674.07,-5.62%,312987.95,45611.76,9.76,2025-12
1165,2025-12-07 22:00:00,2025-12-07 22:00:00,LONG,3056.63,3069.83,3070.45,0.432,3313.5,752.82,0.61,316987.57,1.3%,316301.45,46094.63,8.81,2025-12
1166,2025-12-08 01:00:00,2025-12-08 01:00:00,SHORT,3069.83,3077.16,3076.54,-0.239,-3030.16,760.77,0.62,313957.41,-0.72%,313271.29,45653.05,9.68,2025-12
1167,2025-12-08 12:30:00,2025-12-08 12:30:00,LONG,3077.16,3132.67,3133.29,1.804,16236.06,753.5,0.63,330193.48,5.41%,329507.35,48019.13,5.01,2025-12
1168,2025-12-08 13:00:00,2025-12-08 13:00:00,SHORT,3132.67,3140.22,3139.59,-0.241,-3181.3,792.46,0.63,327012.18,-0.72%,326326.05,47555.52,5.92,2025-12
1169,2025-12-08 14:45:00,2025-12-08 14:45:00,LONG,3140.22,3150.18,3150.81,0.317,2326.13,784.83,0.63,329338.31,0.95%,328652.18,47894.51,5.26,2025-12
1170,2025-12-08 20:45:00,2025-12-08 20:45:00,SHORT,3150.18,3138.8,3138.17,0.361,2777.91,790.41,0.63,332116.21,1.08%,331430.09,48299.33,4.46,2025-12
1171,2025-12-08 23:15:00,2025-12-08 23:15:00,LONG,3138.8,3117.88,3118.5,-0.667,-7438.29,797.08,0.62,324677.92,-2.0%,323991.8,47215.35,6.6,2025-12
1172,2025-12-09 00:15:00,2025-12-09 00:15:00,SHORT,3117.88,3138.75,3138.12,-0.669,-7300.27,779.23,0.63,317377.66,-2.01%,316691.53,46151.48,8.7,2025-12
1173,2025-12-09 00:30:00,2025-12-09 00:30:00,LONG,3138.75,3127.14,3127.77,-0.37,-4284.23,761.71,0.63,313093.42,-1.11%,312407.3,45527.14,9.93,2025-12
1174,2025-12-09 03:45:00,2025-12-09 03:45:00,SHORT,3127.14,3129.81,3129.18,-0.085,-1553.51,751.42,0.63,311539.91,-0.26%,310853.79,45300.74,10.38,2025-12
1175,2025-12-09 04:30:00,2025-12-09 04:30:00,LONG,3129.81,3116.82,3117.44,-0.415,-4628.04,747.7,0.62,306911.87,-1.25%,306225.75,44626.3,11.71,2025-12
1176,2025-12-09 07:15:00,2025-12-09 07:15:00,SHORT,3116.82,3120.18,3119.55,-0.108,-1728.98,736.59,0.62,305182.88,-0.32%,304496.77,44374.33,12.2,2025-12
1177,2025-12-09 09:30:00,2025-12-09 09:30:00,LONG,3120.18,3110.17,3110.8,-0.321,-3667.62,732.44,0.62,301515.26,-0.96%,300829.15,43839.85,13.26,2025-12
1178,2025-12-09 11:45:00,2025-12-09 11:45:00,SHORT,3110.17,3116.83,3116.21,-0.214,-2661.0,723.64,0.62,298854.26,-0.64%,298168.15,43452.06,14.03,2025-12
1179,2025-12-09 13:30:00,2025-12-09 13:30:00,LONG,3116.83,3127.58,3128.2,0.345,2373.31,717.25,0.63,301227.57,1.03%,300541.46,43797.93,13.34,2025-12
1180,2025-12-09 15:00:00,2025-12-09 15:00:00,SHORT,3127.58,3128.97,3128.34,-0.045,-1125.24,722.95,0.63,300102.33,-0.13%,299416.22,43633.94,13.67,2025-12
1181,2025-12-10 11:30:00,2025-12-10 11:30:00,LONG,3128.97,3306.43,3307.09,5.672,50340.76,720.25,0.66,350443.09,17.01%,349756.98,50970.11,0.0,2025-12
1182,2025-12-10 13:15:00,2025-12-10 13:15:00,SHORT,3306.43,3332.05,3331.39,-0.775,-8988.66,841.06,0.67,341454.43,-2.32%,340768.32,49660.19,2.56,2025-12
1183,2025-12-11 00:15:00,2025-12-11 00:15:00,LONG,3332.05,3313.58,3314.24,-0.554,-6498.63,819.49,0.66,334955.8,-1.66%,334269.69,48713.14,4.42,2025-12
1184,2025-12-11 18:30:00,2025-12-11 18:30:00,SHORT,3313.58,3215.37,3214.73,2.964,28979.66,803.89,0.64,363935.47,8.89%,363249.35,52936.36,0.0,2025-12
1185,2025-12-11 19:45:00,2025-12-11 19:45:00,LONG,3215.37,3194.58,3195.22,-0.647,-7933.03,873.45,0.64,356002.43,-1.94%,355316.32,51780.27,2.18,2025-12
1186,2025-12-11 20:00:00,2025-12-11 20:00:00,SHORT,3194.58,3216.02,3215.38,-0.671,-8021.9,854.41,0.64,347980.53,-2.01%,347294.42,50611.24,4.38,2025-12
1187,2025-12-12 00:45:00,2025-12-12 00:45:00,LONG,3216.02,3221.05,3221.7,0.157,798.78,835.15,0.64,348779.31,0.47%,348093.2,50727.65,4.16,2025-12
1188,2025-12-12 01:15:00,2025-12-12 01:15:00,SHORT,3221.05,3231.95,3231.31,-0.338,-4378.22,837.07,0.65,344401.09,-1.02%,343714.98,50089.61,5.37,2025-12
1189,2025-12-12 09:15:00,2025-12-12 09:15:00,LONG,3231.95,3238.31,3238.95,0.197,1204.53,826.56,0.65,345605.62,0.59%,344919.51,50265.14,5.04,2025-12
1190,2025-12-12 09:30:00,2025-12-12 09:30:00,SHORT,3238.31,3243.54,3242.89,-0.162,-2505.03,829.45,0.65,343100.59,-0.48%,342414.48,49900.09,5.72,2025-12
1191,2025-12-12 11:15:00,2025-12-12 11:15:00,LONG,3243.54,3233.54,3234.19,-0.308,-3996.49,823.44,0.65,339104.1,-0.92%,338417.99,49317.68,6.82,2025-12
1192,2025-12-12 12:45:00,2025-12-12 12:45:00,SHORT,3233.54,3241.93,3241.28,-0.259,-3452.22,813.85,0.65,335651.88,-0.78%,334965.77,48814.58,7.77,2025-12
1193,2025-12-12 14:00:00,2025-12-12 14:00:00,LONG,3241.93,3235.1,3235.74,-0.211,-2927.43,805.56,0.65,332724.45,-0.63%,332038.34,48387.97,8.58,2025-12
1194,2025-12-13 08:00:00,2025-12-13 08:00:00,SHORT,3235.1,3098.16,3097.54,4.233,41453.29,798.54,0.62,374177.75,12.7%,373491.63,54428.96,0.0,2025-12
1195,2025-12-13 13:15:00,2025-12-13 13:15:00,LONG,3098.16,3104.28,3104.9,0.198,1321.21,898.03,0.62,375498.95,0.59%,374812.84,54621.5,0.0,2025-12
1196,2025-12-13 15:00:00,2025-12-13 15:00:00,SHORT,3104.28,3119.92,3119.3,-0.504,-6576.48,901.2,0.62,368922.48,-1.51%,368236.36,53663.11,1.75,2025-12
1197,2025-12-13 15:45:00,2025-12-13 15:45:00,LONG,3119.92,3104.78,3105.41,-0.485,-6254.77,885.41,0.62,362667.7,-1.46%,361981.59,52751.6,3.42,2025-12
1198,2025-12-13 18:00:00,2025-12-13 18:00:00,SHORT,3104.78,3106.32,3105.7,-0.049,-1407.51,870.4,0.62,361260.19,-0.15%,360574.08,52546.49,3.79,2025-12
1199,2025-12-13 18:45:00,2025-12-13 18:45:00,LONG,3106.32,3101.72,3102.34,-0.148,-2469.54,867.02,0.62,358790.65,-0.44%,358104.54,52186.6,4.45,2025-12
1200,2025-12-13 19:30:00,2025-12-13 19:30:00,SHORT,3101.72,3108.51,3107.88,-0.219,-3214.28,861.1,0.62,355576.37,-0.66%,354890.26,51718.18,5.31,2025-12
1201,2025-12-13 20:45:00,2025-12-13 20:45:00,LONG,3108.51,3102.97,3103.59,-0.178,-2754.1,853.38,0.62,352822.27,-0.53%,352136.16,51316.83,6.04,2025-12
1202,2025-12-13 21:45:00,2025-12-13 21:45:00,SHORT,3102.97,3113.96,3113.34,-0.354,-4596.43,846.77,0.62,348225.84,-1.06%,347539.73,50646.99,7.26,2025-12
1203,2025-12-13 22:00:00,2025-12-13 22:00:00,LONG,3113.96,3102.2,3102.82,-0.377,-4779.24,835.74,0.62,343446.59,-1.13%,342760.49,49950.51,8.54,2025-12
1204,2025-12-14 00:30:00,2025-12-14 00:30:00,SHORT,3102.2,3115.95,3115.33,-0.443,-5389.13,824.27,0.62,338057.46,-1.33%,337371.36,49165.15,9.97,2025-12
1205,2025-12-14 04:30:00,2025-12-14 04:30:00,LONG,3115.95,3116.37,3117.0,0.014,-673.32,811.34,0.62,337384.14,0.04%,336698.04,49067.03,10.15,2025-12
1206,2025-12-14 07:45:00,2025-12-14 07:45:00,SHORT,3116.37,3114.37,3113.75,0.064,-160.52,809.72,0.62,337223.61,0.19%,336537.52,49043.63,10.19,2025-12
1207,2025-12-14 08:45:00,2025-12-14 08:45:00,LONG,3114.37,3112.65,3113.27,-0.055,-1370.79,809.34,0.62,335852.82,-0.17%,335166.73,48843.87,10.56,2025-12
1208,2025-12-14 16:15:00,2025-12-14 16:15:00,SHORT,3112.65,3091.62,3091.01,0.675,5998.3,806.05,0.62,341851.13,2.03%,341165.03,49718.0,8.96,2025-12
1209,2025-12-14 16:30:00,2025-12-14 16:30:00,LONG,3091.62,3090.03,3090.64,-0.052,-1350.81,820.44,0.62,340500.32,-0.16%,339814.22,49521.15,9.32,2025-12
1210,2025-12-14 18:45:00,2025-12-14 18:45:00,SHORT,3090.03,3104.04,3103.42,-0.453,-5449.39,817.2,0.62,335050.93,-1.36%,334364.83,48727.01,10.77,2025-12
1211,2025-12-14 19:00:00,2025-12-14 19:00:00,LONG,3104.04,3091.3,3091.92,-0.41,-4929.46,804.12,0.62,330121.47,-1.23%,329435.37,48008.64,12.08,2025-12
1212,2025-12-15 01:30:00,2025-12-15 01:30:00,SHORT,3091.3,3090.15,3089.53,0.037,-425.08,792.29,0.62,329696.39,0.11%,329010.29,47946.69,12.2,2025-12
1213,2025-12-15 14:15:00,2025-12-15 14:15:00,LONG,3090.15,3128.47,3129.09,1.24,11472.28,791.27,0.63,341168.67,3.72%,340482.57,49618.55,9.14,2025-12
1214,2025-12-16 10:30:00,2025-12-16 10:30:00,SHORT,3128.47,2935.85,2935.26,6.157,62198.77,818.8,0.59,403367.43,18.47%,402681.34,58682.78,0.0,2025-12
1215,2025-12-16 13:45:00,2025-12-16 13:45:00,LONG,2935.85,2914.69,2915.28,-0.721,-9687.21,968.08,0.58,393680.22,-2.16%,392994.13,57271.06,2.4,2025-12
1216,2025-12-16 15:45:00,2025-12-16 15:45:00,SHORT,2914.69,2960.28,2959.69,-1.564,-19418.62,944.83,0.59,374261.6,-4.69%,373575.51,54441.18,7.22,2025-12
1217,2025-12-16 16:30:00,2025-12-16 16:30:00,LONG,2960.28,2930.56,2931.15,-1.004,-12171.34,898.23,0.59,362090.26,-3.01%,361404.17,52667.45,10.23,2025-12
1218,2025-12-16 18:30:00,2025-12-16 18:30:00,SHORT,2930.56,2943.79,2943.2,-0.451,-5771.08,869.02,0.59,356319.19,-1.35%,355633.09,51826.43,11.66,2025-12
1219,2025-12-16 19:00:00,2025-12-16 19:00:00,LONG,2943.79,2938.52,2939.11,-0.179,-2766.27,855.17,0.59,353552.92,-0.54%,352866.82,51423.31,12.35,2025-12
1220,2025-12-16 19:30:00,2025-12-16 19:30:00,SHORT,2938.52,2945.25,2944.66,-0.229,-3276.18,848.53,0.59,350276.73,-0.69%,349590.64,50945.87,13.16,2025-12
1221,2025-12-17 00:30:00,2025-12-17 00:30:00,LONG,2945.25,2943.61,2944.2,-0.056,-1425.89,840.66,0.59,348850.84,-0.17%,348164.75,50738.07,13.52,2025-12
1222,2025-12-17 01:00:00,2025-12-17 01:00:00,SHORT,2943.61,2956.36,2955.77,-0.433,-5371.54,837.24,0.59,343479.3,-1.3%,342793.21,49955.28,14.85,2025-12
1223,2025-12-17 02:00:00,2025-12-17 02:00:00,LONG,2956.36,2945.02,2945.6,-0.384,-4779.26,824.35,0.59,338700.04,-1.15%,338013.95,49258.79,16.03,2025-12
1224,2025-12-17 07:30:00,2025-12-17 07:30:00,SHORT,2945.02,2944.67,2944.08,0.012,-692.62,812.88,0.59,338007.42,0.04%,337321.33,49157.86,16.2,2025-12
1225,2025-12-17 08:00:00,2025-12-17 08:00:00,LONG,2944.67,2941.04,2941.63,-0.123,-2061.12,811.22,0.59,335946.3,-0.37%,335260.21,48857.49,16.71,2025-12
1226,2025-12-17 13:45:00,2025-12-17 13:45:00,SHORT,2941.04,2942.4,2941.81,-0.046,-1271.53,806.27,0.59,334674.78,-0.14%,333988.68,48672.19,17.03,2025-12
1227,2025-12-17 14:30:00,2025-12-17 14:30:00,LONG,2942.4,2932.52,2933.11,-0.336,-4171.98,803.22,0.59,330502.8,-1.01%,329816.7,48064.21,18.06,2025-12
1228,2025-12-17 14:45:00,2025-12-17 14:45:00,SHORT,2932.52,2939.7,2939.11,-0.245,-3218.26,793.21,0.59,327284.54,-0.73%,326598.44,47595.21,18.86,2025-12
1229,2025-12-17 15:45:00,2025-12-17 15:45:00,LONG,2939.7,2909.11,2909.69,-1.04,-11000.08,785.48,0.58,316284.46,-3.12%,315598.36,45992.17,21.59,2025-12
1230,2025-12-18 08:15:00,2025-12-18 08:15:00,SHORT,2909.11,2843.39,2842.82,2.259,20677.03,759.08,0.57,336961.49,6.78%,336275.39,49005.43,16.46,2025-12
1231,2025-12-18 09:00:00,2025-12-18 09:00:00,LONG,2843.39,2835.51,2836.08,-0.277,-3610.31,808.71,0.57,333351.18,-0.83%,332665.08,48479.3,17.36,2025-12
1232,2025-12-18 09:15:00,2025-12-18 09:15:00,SHORT,2835.51,2845.67,2845.1,-0.358,-4382.56,800.04,0.57,328968.62,-1.07%,328282.52,47840.63,18.44,2025-12
1233,2025-12-18 17:00:00,2025-12-18 17:00:00,LONG,2845.67,2928.93,2929.52,2.926,28086.24,789.52,0.59,357054.85,8.78%,356368.76,51933.64,11.48,2025-12
1234,2025-12-19 03:00:00,2025-12-19 03:00:00,SHORT,2928.93,2845.56,2844.99,2.847,29633.99,856.93,0.57,386688.85,8.54%,386002.75,56252.21,4.13,2025-12
1235,2025-12-19 17:45:00,2025-12-19 17:45:00,LONG,2845.56,2943.85,2944.44,3.454,39142.92,928.05,0.59,425831.77,10.36%,425145.67,61956.51,0.0,2025-12
1236,2025-12-19 18:15:00,2025-12-19 18:15:00,SHORT,2943.85,2968.87,2968.27,-0.85,-11878.25,1022.0,0.59,413953.52,-2.55%,413267.42,60225.49,2.79,2025-12
1237,2025-12-20 07:00:00,2025-12-20 07:00:00,LONG,2968.87,2977.31,2977.9,0.284,2538.28,993.49,0.6,416491.8,0.85%,415805.7,60595.39,2.19,2025-12
1238,2025-12-20 07:15:00,2025-12-20 07:15:00,SHORT,2977.31,2980.49,2979.89,-0.107,-2334.35,999.58,0.6,414157.45,-0.32%,413471.35,60255.21,2.74,2025-12
1239,2025-12-20 10:15:00,2025-12-20 10:15:00,LONG,2980.49,2980.28,2980.87,-0.007,-1082.21,993.98,0.6,413075.24,-0.02%,412389.14,60097.5,3.0,2025-12
1240,2025-12-20 11:15:00,2025-12-20 11:15:00,SHORT,2980.28,2981.05,2980.45,-0.026,-1310.83,991.38,0.6,411764.41,-0.08%,411078.31,59906.47,3.3,2025-12
1241,2025-12-20 13:15:00,2025-12-20 13:15:00,LONG,2981.05,2972.77,2973.36,-0.278,-4417.36,988.23,0.59,407347.05,-0.83%,406660.95,59262.73,4.34,2025-12
1242,2025-12-20 20:30:00,2025-12-20 20:30:00,SHORT,2972.77,2982.64,2982.05,-0.332,-5036.86,977.63,0.6,402310.19,-1.0%,401624.09,58528.71,5.52,2025-12
1243,2025-12-20 21:45:00,2025-12-20 21:45:00,LONG,2982.64,2979.45,2980.05,-0.107,-2257.56,965.54,0.6,400052.63,-0.32%,399366.53,58199.71,6.05,2025-12
1244,2025-12-21 00:15:00,2025-12-21 00:15:00,SHORT,2979.45,2980.59,2979.99,-0.038,-1416.72,960.13,0.6,398635.91,-0.11%,397949.81,57993.25,6.39,2025-12
1245,2025-12-21 00:30:00,2025-12-21 00:30:00,LONG,2980.59,2977.13,2977.72,-0.116,-2344.41,956.73,0.6,396291.51,-0.35%,395605.4,57651.6,6.94,2025-12
