Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Net PnL %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %
579,Exit long,2026-04-16 13:15,short,2357.36,0.8481,1999.8198,-0.54,-0.03,6.68,0.33,-8.16,-0.41,411.85,0.04
579,Entry long,2026-04-16 11:00,long,2358,0.8481,1999.8198,-0.54,-0.03,6.68,0.33,-8.16,-0.41,411.85,0.04
580,Exit short,2026-04-16 14:00,long,2356.62,0.8484,1999.984224,0.63,0.03,1.7,0.08,-3.76,-0.19,412.48,0.04
580,Entry short,2026-04-16 13:15,short,2357.36,0.8484,1999.984224,0.63,0.03,1.7,0.08,-3.76,-0.19,412.48,0.04
581,Exit long,2026-04-16 14:45,short,2356.01,0.8486,1999.827732,-0.52,-0.03,1.88,0.09,-5.81,-0.29,411.96,0.04
581,Entry long,2026-04-16 14:00,long,2356.62,0.8486,1999.827732,-0.52,-0.03,1.88,0.09,-5.81,-0.29,411.96,0.04
582,Exit short,2026-04-16 20:00,long,2344.21,0.8488,1999.781288,10.02,0.50,23.23,1.16,-1.32,-0.07,421.98,0.04
582,Entry short,2026-04-16 14:45,short,2356.01,0.8488,1999.781288,10.02,0.50,23.23,1.16,-1.32,-0.07,421.98,0.04
583,Exit long,2026-04-16 22:15,short,2294.97,0.8531,1999.845551,-42.01,-2.10,6.48,0.32,-50.43,-2.52,379.97,0.04
583,Entry long,2026-04-16 20:00,long,2344.21,0.8531,1999.845551,-42.01,-2.10,6.48,0.32,-50.43,-2.52,379.97,0.04
584,Exit short,2026-04-16 23:45,long,2339.01,0.8714,1999.836858,-38.38,-1.92,0.85,0.04,-47.81,-2.39,341.6,0.03
584,Entry short,2026-04-16 22:15,short,2294.97,0.8714,1999.836858,-38.38,-1.92,0.85,0.04,-47.81,-2.39,341.6,0.03
585,Exit long,2026-04-17 01:15,short,2324.64,0.855,1999.85355,-12.29,-0.61,8.28,0.41,-24.84,-1.24,329.31,0.03
585,Entry long,2026-04-16 23:45,long,2339.01,0.855,1999.85355,-12.29,-0.61,8.28,0.41,-24.84,-1.24,329.31,0.03
586,Exit short,2026-04-17 02:00,long,2327.48,0.8603,1999.887792,-2.44,-0.12,5.49,0.27,-8.63,-0.43,326.87,0.03
586,Entry short,2026-04-17 01:15,short,2324.64,0.8603,1999.887792,-2.44,-0.12,5.49,0.27,-8.63,-0.43,326.87,0.03
587,Exit long,2026-04-17 05:45,short,2341.17,0.8592,1999.770816,11.76,0.59,31.96,1.60,-4.18,-0.21,338.63,0.03
587,Entry long,2026-04-17 02:00,long,2327.48,0.8592,1999.770816,11.76,0.59,31.96,1.60,-4.18,-0.21,338.63,0.03
588,Exit short,2026-04-17 08:00,long,2343.01,0.8542,1999.827414,-1.57,-0.08,1.6,0.08,-11.81,-0.59,337.06,0.03
588,Entry short,2026-04-17 05:45,short,2341.17,0.8542,1999.827414,-1.57,-0.08,1.6,0.08,-11.81,-0.59,337.06,0.03
589,Exit long,2026-04-17 08:45,short,2344.4,0.8536,1999.993336,1.19,0.06,6.38,0.32,-1.72,-0.09,338.24,0.03
589,Entry long,2026-04-17 08:00,long,2343.01,0.8536,1999.993336,1.19,0.06,6.38,0.32,-1.72,-0.09,338.24,0.03
590,Exit short,2026-04-17 14:45,long,2331.09,0.853,1999.7732,11.35,0.57,23.01,1.15,-3.92,-0.20,349.6,0.03
590,Entry short,2026-04-17 08:45,short,2344.4,0.853,1999.7732,11.35,0.57,23.01,1.15,-3.92,-0.20,349.6,0.03
591,Exit long,2026-04-17 18:30,short,2339.06,0.8579,1999.842111,6.84,0.34,39.39,1.97,-0.86,-0.04,356.43,0.04
591,Entry long,2026-04-17 14:45,long,2331.09,0.8579,1999.842111,6.84,0.34,39.39,1.97,-0.86,-0.04,356.43,0.04
592,Exit short,2026-04-17 19:15,long,2352.14,0.855,1999.8963,-11.18,-0.56,2.23,0.11,-12.94,-0.65,345.25,0.03
592,Entry short,2026-04-17 18:30,short,2339.06,0.855,1999.8963,-11.18,-0.56,2.23,0.11,-12.94,-0.65,345.25,0.03
593,Exit long,2026-04-18 01:15,short,2428.43,0.8502,1999.789428,64.86,3.24,95.88,4.79,-2.93,-0.15,410.11,0.04
593,Entry long,2026-04-17 19:15,long,2352.14,0.8502,1999.789428,64.86,3.24,95.88,4.79,-2.93,-0.15,410.11,0.04
594,Exit short,2026-04-18 06:30,long,2436.83,0.8235,1999.812105,-6.92,-0.35,10.72,0.54,-13.51,-0.68,403.19,0.04
594,Entry short,2026-04-18 01:15,short,2428.43,0.8235,1999.812105,-6.92,-0.35,10.72,0.54,-13.51,-0.68,403.19,0.04
595,Exit long,2026-04-18 07:15,short,2421.57,0.8207,1999.906381,-12.52,-0.63,2.13,0.11,-17.53,-0.88,390.67,0.04
595,Entry long,2026-04-18 06:30,long,2436.83,0.8207,1999.906381,-12.52,-0.63,2.13,0.11,-17.53,-0.88,390.67,0.04
596,Exit short,2026-04-18 09:30,long,2420.01,0.8259,1999.974663,1.29,0.06,9.51,0.48,-5.01,-0.25,391.96,0.04
596,Entry short,2026-04-18 07:15,short,2421.57,0.8259,1999.974663,1.29,0.06,9.51,0.48,-5.01,-0.25,391.96,0.04
597,Exit long,2026-04-18 10:15,short,2421.99,0.8264,1999.896264,1.64,0.08,4,0.20,-2.63,-0.13,393.6,0.04
597,Entry long,2026-04-18 09:30,long,2420.01,0.8264,1999.896264,1.64,0.08,4,0.20,-2.63,-0.13,393.6,0.04
598,Exit short,2026-04-18 13:15,long,2408.97,0.8257,1999.837143,10.75,0.54,18.55,0.93,-0.9,-0.05,404.35,0.04
598,Entry short,2026-04-18 10:15,short,2421.99,0.8257,1999.837143,10.75,0.54,18.55,0.93,-0.9,-0.05,404.35,0.04
599,Exit long,2026-04-18 14:00,short,2409.41,0.8302,1999.926894,0.37,0.02,1.57,0.08,-2.61,-0.13,404.71,0.04
599,Entry long,2026-04-18 13:15,long,2408.97,0.8302,1999.926894,0.37,0.02,1.57,0.08,-2.61,-0.13,404.71,0.04
600,Exit short,2026-04-18 14:45,long,2410,0.83,1999.8103,-0.49,-0.02,3.23,0.16,-2.04,-0.10,404.22,0.04
600,Entry short,2026-04-18 14:00,short,2409.41,0.83,1999.8103,-0.49,-0.02,3.23,0.16,-2.04,-0.10,404.22,0.04
601,Exit long,2026-04-18 15:30,short,2405.34,0.8298,1999.818,-3.87,-0.19,0.93,0.05,-5.68,-0.28,400.36,0.04
601,Entry long,2026-04-18 14:45,long,2410,0.8298,1999.818,-3.87,-0.19,0.93,0.05,-5.68,-0.28,400.36,0.04
602,Exit short,2026-04-18 22:15,long,2356.16,0.8314,1999.799676,40.89,2.04,51.46,2.57,-0.07,0.00,441.24,0.04
602,Entry short,2026-04-18 15:30,short,2405.34,0.8314,1999.799676,40.89,2.04,51.46,2.57,-0.07,0.00,441.24,0.04
603,Exit long,2026-04-19 01:15,short,2361.85,0.8488,1999.908608,4.83,0.24,16.11,0.81,-0.98,-0.05,446.07,0.04
603,Entry long,2026-04-18 22:15,long,2356.16,0.8488,1999.908608,4.83,0.24,16.11,0.81,-0.98,-0.05,446.07,0.04
604,Exit short,2026-04-19 02:00,long,2361.21,0.8467,1999.778395,0.54,0.03,4.41,0.22,-2.56,-0.13,446.61,0.04
604,Entry short,2026-04-19 01:15,short,2361.85,0.8467,1999.778395,0.54,0.03,4.41,0.22,-2.56,-0.13,446.61,0.04
605,Exit long,2026-04-19 02:45,short,2347.44,0.847,1999.94487,-11.66,-0.58,0,0.00,-18.03,-0.90,434.95,0.04
605,Entry long,2026-04-19 02:00,long,2361.21,0.847,1999.94487,-11.66,-0.58,0,0.00,-18.03,-0.90,434.95,0.04
606,Exit short,2026-04-19 05:00,long,2352.58,0.8519,1999.784136,-4.38,-0.22,2.11,0.11,-7.31,-0.37,430.57,0.04
606,Entry short,2026-04-19 02:45,short,2347.44,0.8519,1999.784136,-4.38,-0.22,2.11,0.11,-7.31,-0.37,430.57,0.04
607,Exit long,2026-04-19 08:00,short,2352,0.8501,1999.928258,-0.49,-0.02,5.88,0.29,-4.11,-0.21,430.08,0.04
607,Entry long,2026-04-19 05:00,long,2352.58,0.8501,1999.928258,-0.49,-0.02,5.88,0.29,-4.11,-0.21,430.08,0.04
608,Exit short,2026-04-19 17:00,long,2317.56,0.8503,1999.9056,29.28,1.46,44.22,2.21,-0.85,-0.04,459.36,0.05
608,Entry short,2026-04-19 08:00,short,2352,0.8503,1999.9056,29.28,1.46,44.22,2.21,-0.85,-0.04,459.36,0.05
609,Exit long,2026-04-19 17:45,short,2310.24,0.8629,1999.822524,-6.32,-0.32,0.32,0.02,-9.61,-0.48,453.05,0.05
609,Entry long,2026-04-19 17:00,long,2317.56,0.8629,1999.822524,-6.32,-0.32,0.32,0.02,-9.61,-0.48,453.05,0.05
610,Exit short,2026-04-19 19:15,long,2325.85,0.8657,1999.974768,-13.51,-0.68,3.04,0.15,-18.08,-0.90,439.53,0.04
610,Entry short,2026-04-19 17:45,short,2310.24,0.8657,1999.974768,-13.51,-0.68,3.04,0.15,-18.08,-0.90,439.53,0.04
611,Exit long,2026-04-19 23:45,short,2330.8,0.8599,1999.998415,4.26,0.21,20.97,1.05,-9.08,-0.45,443.79,0.04
611,Entry long,2026-04-19 19:15,long,2325.85,0.8599,1999.998415,4.26,0.21,20.97,1.05,-9.08,-0.45,443.79,0.04
612,Exit short,2026-04-20 08:45,long,2280.01,0.858,1999.8264,43.58,2.18,66.99,3.35,-0.46,-0.02,487.37,0.05
612,Entry short,2026-04-19 23:45,short,2330.8,0.858,1999.8264,43.58,2.18,66.99,3.35,-0.46,-0.02,487.37,0.05
613,Exit long,2026-04-20 13:15,short,2266.02,0.8771,1999.796771,-12.27,-0.61,12.53,0.63,-13.6,-0.68,475.1,0.05
613,Entry long,2026-04-20 08:45,long,2280.01,0.8771,1999.796771,-12.27,-0.61,12.53,0.63,-13.6,-0.68,475.1,0.05
614,Exit short,2026-04-20 14:45,long,2286.17,0.8826,1999.989252,-17.78,-0.89,2.51,0.13,-20.28,-1.01,457.31,0.05
614,Entry short,2026-04-20 13:15,short,2266.02,0.8826,1999.989252,-17.78,-0.89,2.51,0.13,-20.28,-1.01,457.31,0.05
615,Exit long,2026-04-20 17:00,short,2303.31,0.8748,1999.941516,14.99,0.75,40.86,2.04,-2.76,-0.14,472.31,0.05
615,Entry long,2026-04-20 14:45,long,2286.17,0.8748,1999.941516,14.99,0.75,40.86,2.04,-2.76,-0.14,472.31,0.05
616,Exit short,2026-04-20 17:45,long,2309.06,0.8683,1999.964073,-4.99,-0.25,1.2,0.06,-8.97,-0.45,467.31,0.05
616,Entry short,2026-04-20 17:00,short,2303.31,0.8683,1999.964073,-4.99,-0.25,1.2,0.06,-8.97,-0.45,467.31,0.05
617,Exit long,2026-04-20 19:15,short,2306.19,0.8661,1999.876866,-2.49,-0.12,9.48,0.47,-7.85,-0.39,464.83,0.05
617,Entry long,2026-04-20 17:45,long,2309.06,0.8661,1999.876866,-2.49,-0.12,9.48,0.47,-7.85,-0.39,464.83,0.05
618,Exit short,2026-04-20 20:45,long,2318.88,0.8672,1999.927968,-11,-0.55,3.37,0.17,-14.59,-0.73,453.82,0.05
618,Entry short,2026-04-20 19:15,short,2306.19,0.8672,1999.927968,-11,-0.55,3.37,0.17,-14.59,-0.73,453.82,0.05
619,Exit long,2026-04-20 22:15,short,2310.82,0.8624,1999.802112,-6.95,-0.35,6.45,0.32,-19.21,-0.96,446.87,0.04
619,Entry long,2026-04-20 20:45,long,2318.88,0.8624,1999.802112,-6.95,-0.35,6.45,0.32,-19.21,-0.96,446.87,0.04
620,Exit short,2026-04-20 23:45,long,2313.91,0.8654,1999.783628,-2.67,-0.13,28.07,1.40,-7.08,-0.35,444.2,0.04
620,Entry short,2026-04-20 22:15,short,2310.82,0.8654,1999.783628,-2.67,-0.13,28.07,1.40,-7.08,-0.35,444.2,0.04
621,Exit long,2026-04-21 00:30,short,2306.7,0.8643,1999.912413,-6.23,-0.31,0.95,0.05,-12.02,-0.60,437.97,0.04
621,Entry long,2026-04-20 23:45,long,2313.91,0.8643,1999.912413,-6.23,-0.31,0.95,0.05,-12.02,-0.60,437.97,0.04
622,Exit short,2026-04-21 01:15,long,2314.4,0.867,1999.9089,-6.68,-0.33,7.57,0.38,-13.61,-0.68,431.29,0.04
622,Entry short,2026-04-21 00:30,short,2306.7,0.867,1999.9089,-6.68,-0.33,7.57,0.38,-13.61,-0.68,431.29,0.04
623,Exit long,2026-04-21 05:45,short,2321.65,0.8641,1999.87304,6.26,0.31,27.98,1.40,-5.58,-0.28,437.56,0.04
623,Entry long,2026-04-21 01:15,long,2314.4,0.8641,1999.87304,6.26,0.31,27.98,1.40,-5.58,-0.28,437.56,0.04
624,Exit short,2026-04-21 09:30,long,2321.99,0.8614,1999.86931,-0.29,-0.01,11.98,0.60,-5.92,-0.30,437.26,0.04
624,Entry short,2026-04-21 05:45,short,2321.65,0.8614,1999.86931,-0.29,-0.01,11.98,0.60,-5.92,-0.30,437.26,0.04
625,Exit long,2026-04-21 10:15,short,2310.01,0.8613,1999.929987,-10.32,-0.52,0.01,0.00,-13.38,-0.67,426.95,0.04
625,Entry long,2026-04-21 09:30,long,2321.99,0.8613,1999.929987,-10.32,-0.52,0.01,0.00,-13.38,-0.67,426.95,0.04
626,Exit short,2026-04-21 13:15,long,2317.81,0.8657,1999.775657,-6.75,-0.34,8.66,0.43,-9.25,-0.46,420.19,0.04
626,Entry short,2026-04-21 10:15,short,2310.01,0.8657,1999.775657,-6.75,-0.34,8.66,0.43,-9.25,-0.46,420.19,0.04
627,Exit long,2026-04-21 16:15,short,2323,0.8628,1999.806468,4.48,0.22,7.97,0.40,-8.46,-0.42,424.67,0.04
627,Entry long,2026-04-21 13:15,long,2317.81,0.8628,1999.806468,4.48,0.22,7.97,0.40,-8.46,-0.42,424.67,0.04
628,Exit short,2026-04-21 17:00,long,2324.23,0.8609,1999.8707,-1.06,-0.05,3.01,0.15,-13.56,-0.68,423.61,0.04
628,Entry short,2026-04-21 16:15,short,2323,0.8609,1999.8707,-1.06,-0.05,3.01,0.15,-13.56,-0.68,423.61,0.04
629,Exit long,2026-04-21 19:15,short,2326.72,0.8605,1999.999915,2.14,0.11,11.22,0.56,-6.96,-0.35,425.75,0.04
629,Entry long,2026-04-21 17:00,long,2324.23,0.8605,1999.999915,2.14,0.11,11.22,0.56,-6.96,-0.35,425.75,0.04
630,Exit short,2026-04-21 23:45,long,2310.24,0.8595,1999.81584,14.16,0.71,31.26,1.56,-1.38,-0.07,439.92,0.04
630,Entry short,2026-04-21 19:15,short,2326.72,0.8595,1999.81584,14.16,0.71,31.26,1.56,-1.38,-0.07,439.92,0.04
631,Exit long,2026-04-22 01:15,short,2295.81,0.8657,1999.974768,-12.49,-0.62,12.54,0.63,-22.55,-1.13,427.43,0.04
631,Entry long,2026-04-21 23:45,long,2310.24,0.8657,1999.974768,-12.49,-0.62,12.54,0.63,-22.55,-1.13,427.43,0.04
632,Exit short,2026-04-22 02:00,long,2305.69,0.8711,1999.880091,-8.61,-0.43,1.92,0.10,-20.73,-1.04,418.82,0.04
632,Entry short,2026-04-22 01:15,short,2295.81,0.8711,1999.880091,-8.61,-0.43,1.92,0.10,-20.73,-1.04,418.82,0.04
633,Exit long,2026-04-22 05:00,short,2313.48,0.8674,1999.955506,6.76,0.34,22.82,1.14,-15.95,-0.80,425.58,0.04
633,Entry long,2026-04-22 02:00,long,2305.69,0.8674,1999.955506,6.76,0.34,22.82,1.14,-15.95,-0.80,425.58,0.04
634,Exit short,2026-04-22 07:15,long,2316.16,0.8644,1999.772112,-2.32,-0.12,10.01,0.50,-7,-0.35,423.26,0.04
634,Entry short,2026-04-22 05:00,short,2313.48,0.8644,1999.772112,-2.32,-0.12,10.01,0.50,-7,-0.35,423.26,0.04
635,Exit long,2026-04-22 09:30,short,2319.73,0.8634,1999.772544,3.08,0.15,12.66,0.63,-2.77,-0.14,426.34,0.04
635,Entry long,2026-04-22 07:15,long,2316.16,0.8634,1999.772544,3.08,0.15,12.66,0.63,-2.77,-0.14,426.34,0.04
636,Exit short,2026-04-22 10:15,long,2355.17,0.8621,1999.839233,-30.55,-1.53,1.7,0.08,-32.82,-1.64,395.79,0.04
636,Entry short,2026-04-22 09:30,short,2319.73,0.8621,1999.839233,-30.55,-1.53,1.7,0.08,-32.82,-1.64,395.79,0.04
637,Exit long,2026-04-22 17:00,short,2391.78,0.8491,1999.774847,31.09,1.55,49.81,2.49,-4.99,-0.25,426.88,0.04
637,Entry long,2026-04-22 10:15,long,2355.17,0.8491,1999.774847,31.09,1.55,49.81,2.49,-4.99,-0.25,426.88,0.04
638,Exit short,2026-04-22 17:45,long,2387.51,0.8361,1999.767258,3.57,0.18,5.67,0.28,-1.89,-0.09,430.45,0.04
638,Entry short,2026-04-22 17:00,short,2391.78,0.8361,1999.767258,3.57,0.18,5.67,0.28,-1.89,-0.09,430.45,0.04
639,Exit long,2026-04-22 18:30,short,2390.06,0.8376,1999.778376,2.14,0.11,5.17,0.26,-1.98,-0.10,432.58,0.04
639,Entry long,2026-04-22 17:45,long,2387.51,0.8376,1999.778376,2.14,0.11,5.17,0.26,-1.98,-0.10,432.58,0.04
640,Exit short,2026-04-22 20:00,long,2402.32,0.8367,1999.763202,-10.26,-0.51,2.97,0.15,-11.91,-0.60,422.32,0.04
640,Entry short,2026-04-22 18:30,short,2390.06,0.8367,1999.763202,-10.26,-0.51,2.97,0.15,-11.91,-0.60,422.32,0.04
641,Exit long,2026-04-22 23:00,short,2398.13,0.8325,1999.9314,-3.49,-0.17,17.84,0.89,-9.01,-0.45,418.84,0.04
641,Entry long,2026-04-22 20:00,long,2402.32,0.8325,1999.9314,-3.49,-0.17,17.84,0.89,-9.01,-0.45,418.84,0.04
642,Exit short,2026-04-22 23:45,long,2403.83,0.8339,1999.800607,-4.75,-0.24,6.03,0.30,-13.14,-0.66,414.08,0.04
642,Entry short,2026-04-22 23:00,short,2398.13,0.8339,1999.800607,-4.75,-0.24,6.03,0.30,-13.14,-0.66,414.08,0.04
643,Exit long,2026-04-23 00:30,short,2390.52,0.832,1999.98656,-11.07,-0.55,8.25,0.41,-13.47,-0.67,403.01,0.04
643,Entry long,2026-04-22 23:45,long,2403.83,0.832,1999.98656,-11.07,-0.55,8.25,0.41,-13.47,-0.67,403.01,0.04
644,Exit short,2026-04-23 03:30,long,2395.61,0.8366,1999.909032,-4.26,-0.21,5.31,0.27,-13.99,-0.70,398.75,0.04
644,Entry short,2026-04-23 00:30,short,2390.52,0.8366,1999.909032,-4.26,-0.21,5.31,0.27,-13.99,-0.70,398.75,0.04
645,Exit long,2026-04-23 04:15,short,2397.76,0.8348,1999.855228,1.79,0.09,5.62,0.28,-3.37,-0.17,400.55,0.04
645,Entry long,2026-04-23 03:30,long,2395.61,0.8348,1999.855228,1.79,0.09,5.62,0.28,-3.37,-0.17,400.55,0.04
646,Exit short,2026-04-23 05:45,long,2402.55,0.8341,1999.971616,-4,-0.20,5.8,0.29,-6.96,-0.35,396.55,0.04
646,Entry short,2026-04-23 04:15,short,2397.76,0.8341,1999.971616,-4,-0.20,5.8,0.29,-6.96,-0.35,396.55,0.04
647,Exit long,2026-04-23 06:30,short,2395.93,0.8324,1999.88262,-5.51,-0.28,2.36,0.12,-7.04,-0.35,391.04,0.04
647,Entry long,2026-04-23 05:45,long,2402.55,0.8324,1999.88262,-5.51,-0.28,2.36,0.12,-7.04,-0.35,391.04,0.04
648,Exit short,2026-04-23 13:15,long,2346.74,0.8347,1999.882771,41.06,2.05,53.78,2.69,-3.97,-0.20,432.1,0.04
648,Entry short,2026-04-23 06:30,short,2395.93,0.8347,1999.882771,41.06,2.05,53.78,2.69,-3.97,-0.20,432.1,0.04
649,Exit long,2026-04-23 16:15,short,2339.02,0.8522,1999.891828,-6.58,-0.33,10.39,0.52,-7.82,-0.39,425.52,0.04
649,Entry long,2026-04-23 13:15,long,2346.74,0.8522,1999.891828,-6.58,-0.33,10.39,0.52,-7.82,-0.39,425.52,0.04
650,Exit short,2026-04-23 20:00,long,2332.2,0.855,1999.8621,5.83,0.29,28.57,1.43,-1.61,-0.08,431.35,0.04
650,Entry short,2026-04-23 16:15,short,2339.02,0.855,1999.8621,5.83,0.29,28.57,1.43,-1.61,-0.08,431.35,0.04
651,Exit long,2026-04-23 21:30,short,2320.7,0.8575,1999.8615,-9.86,-0.49,0.51,0.03,-10.46,-0.52,421.49,0.04
651,Entry long,2026-04-23 20:00,long,2332.2,0.8575,1999.8615,-9.86,-0.49,0.51,0.03,-10.46,-0.52,421.49,0.04
652,Exit short,2026-04-23 23:00,long,2329.47,0.8618,1999.97926,-7.56,-0.38,4.71,0.24,-12.58,-0.63,413.93,0.04
652,Entry short,2026-04-23 21:30,short,2320.7,0.8618,1999.97926,-7.56,-0.38,4.71,0.24,-12.58,-0.63,413.93,0.04
653,Exit long,2026-04-24 00:30,short,2331.33,0.8585,1999.849995,1.6,0.08,12.11,0.61,-1.24,-0.06,415.53,0.04
653,Entry long,2026-04-23 23:00,long,2329.47,0.8585,1999.849995,1.6,0.08,12.11,0.61,-1.24,-0.06,415.53,0.04
654,Exit short,2026-04-24 04:15,long,2318.57,0.8578,1999.814874,10.95,0.55,39.38,1.97,-0.96,-0.05,426.47,0.04
654,Entry short,2026-04-24 00:30,short,2331.33,0.8578,1999.814874,10.95,0.55,39.38,1.97,-0.96,-0.05,426.47,0.04
655,Exit long,2026-04-24 09:30,short,2321.64,0.8626,1999.998482,2.65,0.13,17.44,0.87,-1.28,-0.06,429.12,0.04
655,Entry long,2026-04-24 04:15,long,2318.57,0.8626,1999.998482,2.65,0.13,17.44,0.87,-1.28,-0.06,429.12,0.04
656,Exit short,2026-04-24 10:15,long,2325,0.8614,1999.860696,-2.89,-0.14,0.01,0.00,-11.84,-0.59,426.23,0.04
656,Entry short,2026-04-24 09:30,short,2321.64,0.8614,1999.860696,-2.89,-0.14,0.01,0.00,-11.84,-0.59,426.23,0.04
657,Exit long,2026-04-24 11:00,short,2319.6,0.8602,1999.965,-4.65,-0.23,4.5,0.22,-8.56,-0.43,421.58,0.04
657,Entry long,2026-04-24 10:15,long,2325,0.8602,1999.965,-4.65,-0.23,4.5,0.22,-8.56,-0.43,421.58,0.04
658,Exit short,2026-04-24 14:00,long,2315.31,0.8622,1999.95912,3.7,0.18,16.71,0.84,-0.01,0.00,425.28,0.04
658,Entry short,2026-04-24 11:00,short,2319.6,0.8622,1999.95912,3.7,0.18,16.71,0.84,-0.01,0.00,425.28,0.04
659,Exit long,2026-04-24 16:15,short,2316.15,0.8638,1999.964778,0.73,0.04,6.63,0.33,-6.75,-0.34,426.01,0.04
659,Entry long,2026-04-24 14:00,long,2315.31,0.8638,1999.964778,0.73,0.04,6.63,0.33,-6.75,-0.34,426.01,0.04
660,Exit short,2026-04-24 17:00,long,2308.39,0.8635,1999.995525,6.7,0.34,10.72,0.54,-1.61,-0.08,432.71,0.04
660,Entry short,2026-04-24 16:15,short,2316.15,0.8635,1999.995525,6.7,0.34,10.72,0.54,-1.61,-0.08,432.71,0.04
661,Exit long,2026-04-24 17:45,short,2310.18,0.8664,1999.989096,1.55,0.08,2.77,0.14,-1.83,-0.09,434.26,0.04
661,Entry long,2026-04-24 17:00,long,2308.39,0.8664,1999.989096,1.55,0.08,2.77,0.14,-1.83,-0.09,434.26,0.04
662,Exit short,2026-04-24 18:30,long,2313.92,0.8657,1999.922826,-3.24,-0.16,3.62,0.18,-5.83,-0.29,431.02,0.04
662,Entry short,2026-04-24 17:45,short,2310.18,0.8657,1999.922826,-3.24,-0.16,3.62,0.18,-5.83,-0.29,431.02,0.04
663,Exit long,2026-04-24 21:30,short,2320.74,0.8643,1999.921056,5.89,0.29,15.85,0.79,-1.22,-0.06,436.92,0.04
663,Entry long,2026-04-24 18:30,long,2313.92,0.8643,1999.921056,5.89,0.29,15.85,0.79,-1.22,-0.06,436.92,0.04
664,Exit short,2026-04-24 23:45,long,2323.81,0.8617,1999.781658,-2.65,-0.13,16.48,0.82,-7.75,-0.39,434.27,0.04
664,Entry short,2026-04-24 21:30,short,2320.74,0.8617,1999.781658,-2.65,-0.13,16.48,0.82,-7.75,-0.39,434.27,0.04
665,Exit long,2026-04-25 00:30,short,2313.64,0.8606,1999.870886,-8.75,-0.44,0.36,0.02,-11.88,-0.59,425.52,0.04
665,Entry long,2026-04-24 23:45,long,2323.81,0.8606,1999.870886,-8.75,-0.44,0.36,0.02,-11.88,-0.59,425.52,0.04
666,Exit short,2026-04-25 01:15,long,2315.34,0.8644,1999.910416,-1.47,-0.07,1.84,0.09,-4.95,-0.25,424.05,0.04
666,Entry short,2026-04-25 00:30,short,2313.64,0.8644,1999.910416,-1.47,-0.07,1.84,0.09,-4.95,-0.25,424.05,0.04
667,Exit long,2026-04-25 02:45,short,2319.92,0.8638,1999.990692,3.96,0.20,5.75,0.29,-5.63,-0.28,428,0.04
667,Entry long,2026-04-25 01:15,long,2315.34,0.8638,1999.990692,3.96,0.20,5.75,0.29,-5.63,-0.28,428,0.04
668,Exit short,2026-04-25 03:30,long,2321.43,0.862,1999.77104,-1.3,-0.07,0.6,0.03,-4.38,-0.22,426.7,0.04
668,Entry short,2026-04-25 02:45,short,2319.92,0.862,1999.77104,-1.3,-0.07,0.6,0.03,-4.38,-0.22,426.7,0.04
669,Exit long,2026-04-25 05:45,short,2315.18,0.8615,1999.911945,-5.38,-0.27,5.8,0.29,-7.61,-0.38,421.32,0.04
669,Entry long,2026-04-25 03:30,long,2321.43,0.8615,1999.911945,-5.38,-0.27,5.8,0.29,-7.61,-0.38,421.32,0.04
670,Exit short,2026-04-25 09:30,long,2319.57,0.8638,1999.852484,-3.79,-0.19,6.89,0.34,-4.37,-0.22,417.53,0.04
670,Entry short,2026-04-25 05:45,short,2315.18,0.8638,1999.852484,-3.79,-0.19,6.89,0.34,-4.37,-0.22,417.53,0.04
671,Exit long,2026-04-25 13:15,short,2314.45,0.8622,1999.933254,-4.41,-0.22,1.54,0.08,-5.41,-0.27,413.11,0.04
671,Entry long,2026-04-25 09:30,long,2319.57,0.8622,1999.933254,-4.41,-0.22,1.54,0.08,-5.41,-0.27,413.11,0.04
672,Exit short,2026-04-25 14:45,long,2316.01,0.8641,1999.916245,-1.35,-0.07,0,0.00,-2.76,-0.14,411.76,0.04
672,Entry short,2026-04-25 13:15,short,2314.45,0.8641,1999.916245,-1.35,-0.07,0,0.00,-2.76,-0.14,411.76,0.04
673,Exit long,2026-04-25 15:30,short,2316.63,0.8635,1999.874635,0.54,0.03,0.98,0.05,-1.51,-0.08,412.3,0.04
673,Entry long,2026-04-25 14:45,long,2316.01,0.8635,1999.874635,0.54,0.03,0.98,0.05,-1.51,-0.08,412.3,0.04
674,Exit short,2026-04-25 16:15,long,2318.57,0.8633,1999.946679,-1.67,-0.08,0.87,0.04,-1.92,-0.10,410.62,0.04
674,Entry short,2026-04-25 15:30,short,2316.63,0.8633,1999.946679,-1.67,-0.08,0.87,0.04,-1.92,-0.10,410.62,0.04
675,Exit long,2026-04-25 19:15,short,2315.14,0.8626,1999.998482,-2.96,-0.15,4,0.20,-4.47,-0.22,407.67,0.04
675,Entry long,2026-04-25 16:15,long,2318.57,0.8626,1999.998482,-2.96,-0.15,4,0.20,-4.47,-0.22,407.67,0.04
676,Exit short,2026-04-25 21:30,long,2317.34,0.8638,1999.817932,-1.9,-0.10,3.4,0.17,-1.91,-0.10,405.77,0.04
676,Entry short,2026-04-25 19:15,short,2315.14,0.8638,1999.817932,-1.9,-0.10,3.4,0.17,-1.91,-0.10,405.77,0.04
